,0
1073,1494.151777870953
1074,1502.159414921701
1075,1500.8498078867794
1076,1499.6409269049764
1077,1501.4038011789323
1078,1530.7849455535413
1079,1530.7849455535413
1080,1530.7849455535413
1081,1530.7849455535413
1082,1535.0206023454666
1083,1538.0968994602563
1084,1526.196859805286
1085,1523.7266866251828
1086,1523.7266866251828
1087,1523.7266866251828
1088,1535.7266106113793
1089,1544.0484905019403
1090,1526.9026436120273
1091,1521.4583022400739
1092,1506.844270630181
1093,1506.844270630181
1094,1506.844270630181
1095,1495.8135052308442
1096,1488.1603172689677
1097,1512.8904431551696
1098,1500.6986346349122
1099,1494.755965845287
1100,1494.755965845287
1101,1494.755965845287
1102,1499.6913179889323
1103,1501.1015949621797
1104,1498.2811251878738
1105,1499.489809767902
